index,Two_yr_Recidivism,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,Female,Misdemeanor,Race
1515,0,3,1,1,0,0,0,1
1516,1,0,0,0,0,0,0,1
1517,0,5,1,0,0,0,1,1
1518,1,0,0,0,0,0,0,0
1519,0,4,0,0,0,0,1,0
1520,0,1,1,1,0,0,1,1
1521,1,5,1,0,0,0,0,0
1522,1,0,0,0,0,1,0,1
1523,1,1,0,0,1,0,0,1
1524,0,1,0,0,0,0,1,1
1525,1,24,1,0,0,0,0,0
1526,0,12,1,0,0,0,0,1
1527,1,4,1,0,0,0,0,1
1528,1,6,0,1,0,0,0,0
1529,0,0,0,0,1,0,1,0
1530,0,0,0,0,0,0,0,1
1531,1,23,1,1,0,0,0,1
1532,1,13,1,0,0,0,0,1
1533,1,9,1,0,0,0,0,1
1534,0,0,0,0,0,0,1,0
1535,0,0,1,0,0,0,0,0
1536,1,1,0,1,0,0,1,0
1537,0,0,0,0,0,0,1,0
1538,0,7,1,0,0,0,1,1
1539,0,5,1,0,0,0,0,1
1540,0,2,0,1,0,1,0,1
1541,0,0,1,1,0,0,1,0
1542,1,5,1,0,0,0,0,1
1543,0,0,1,0,0,1,1,0
1544,0,0,0,0,0,0,0,1
1545,0,6,1,0,0,0,1,0
1546,0,2,1,0,0,0,0,1
1547,1,3,1,0,1,0,0,1
1548,0,2,0,0,0,0,1,0
1549,0,0,0,0,0,1,1,1
1550,1,8,1,0,0,0,0,1
1551,1,2,0,1,0,0,1,0
1552,0,0,0,0,1,1,0,0
1553,0,3,0,0,0,0,1,0
1554,1,2,1,0,1,0,1,1
1555,1,14,1,1,0,1,1,1
1556,1,9,1,0,0,0,1,0
1557,0,9,1,0,0,0,1,0
1558,0,1,0,0,0,0,1,1
1559,0,0,0,1,0,0,1,0
1560,1,19,1,0,0,0,1,1
1561,0,1,0,0,0,0,0,1
1562,1,0,1,0,0,1,0,1
1563,0,0,0,1,0,0,0,0
1564,0,0,0,0,0,0,1,0
1565,0,5,1,0,0,0,1,1
1566,0,11,1,0,0,0,0,1
1567,1,4,0,0,0,0,1,0
1568,1,0,0,0,0,0,1,1
1569,0,0,1,0,1,0,1,1
1570,0,0,0,0,0,0,1,0
1571,1,10,0,0,0,0,1,1
1572,1,11,1,0,1,0,0,1
1573,0,0,0,0,1,0,0,1
1574,1,5,0,0,0,0,1,0
1575,0,1,1,0,0,0,0,0
1576,1,0,1,0,1,0,0,1
1577,0,0,0,1,0,0,1,0
1578,0,3,0,0,0,1,0,0
1579,1,9,1,1,0,0,0,1
1580,1,1,0,0,1,0,0,0
1581,1,0,1,0,1,1,1,1
1582,0,1,0,0,0,0,0,1
1583,0,4,0,1,0,0,0,1
1584,1,1,0,1,0,0,0,0
1585,0,3,0,1,0,1,1,1
1586,0,3,1,0,1,0,1,0
1587,1,0,0,0,1,0,0,1
1588,0,0,0,0,0,0,1,0
1589,1,3,1,0,1,0,0,1
1590,1,10,1,1,0,0,0,0
1591,1,1,0,0,0,0,0,0
1592,1,0,1,0,1,0,1,0
1593,0,6,1,0,0,0,0,0
1594,0,0,1,0,0,0,0,1
1595,1,19,1,0,0,0,0,1
1596,1,1,0,0,0,1,1,1
1597,0,6,1,0,0,0,0,1
1598,0,2,1,0,0,0,0,1
1599,1,11,1,0,0,0,0,0
1600,0,0,0,0,0,0,0,1
1601,1,1,1,0,0,0,0,1
1602,1,3,0,0,1,0,0,0
1603,1,7,0,0,0,0,0,1
1604,1,2,0,0,1,0,0,1
1605,0,0,0,0,0,0,0,0
1606,0,0,0,0,0,0,1,1
1607,1,2,1,0,1,0,1,1
1608,1,0,1,0,1,0,0,1
1609,1,15,1,0,0,0,0,0
1610,1,2,0,0,0,0,1,1
1611,1,10,1,0,0,0,0,1
1612,0,0,0,0,0,0,1,0
1613,0,8,0,1,0,0,0,0
1614,1,14,1,0,0,0,0,1
1615,1,13,1,0,0,0,0,1
1616,1,9,1,0,0,0,0,1
1617,0,0,0,0,0,0,1,1
1618,1,1,1,0,1,0,1,1
1619,0,1,0,1,0,0,0,1
1620,0,4,1,0,0,0,0,1
1621,1,1,1,0,0,0,0,0
1622,0,0,0,0,0,1,1,0
1623,0,3,1,0,1,0,1,1
1624,1,6,1,0,0,0,0,1
1625,0,0,0,0,0,0,1,0
1626,1,3,1,0,1,0,0,1
1627,0,0,1,0,1,0,0,1
1628,0,0,0,0,0,0,1,0
1629,0,18,1,0,0,0,1,1
1630,0,1,1,0,0,0,0,1
1631,1,2,0,0,0,0,0,0
1632,0,3,0,0,0,0,1,0
1633,0,5,1,1,0,0,1,1
1634,0,0,0,0,0,0,1,0
1635,0,0,0,1,0,0,1,1
1636,1,0,0,0,1,0,0,1
1637,1,7,1,0,0,0,0,1
1638,0,1,0,0,0,0,1,1
1639,0,0,0,0,1,0,0,0
1640,1,10,1,0,0,0,1,1
1641,0,0,0,0,0,0,0,1
1642,0,2,0,0,0,0,0,1
1643,1,8,1,0,0,0,0,1
1644,1,1,0,0,0,0,0,1
1645,0,0,0,1,0,0,1,0
1646,0,1,0,0,0,0,0,1
1647,1,0,1,0,1,0,0,0
1648,0,1,0,0,0,0,0,1
1649,0,6,1,0,1,1,1,1
1650,0,0,0,0,0,0,0,0
1651,0,1,0,0,0,0,0,0
1652,0,0,0,0,0,0,0,1
1653,0,0,0,0,1,0,0,1
1654,0,0,0,0,1,0,0,0
1655,0,1,0,0,0,0,1,1
1656,0,9,1,1,0,0,1,0
1657,0,2,1,0,0,0,1,1
1658,1,0,1,0,0,0,0,1
1659,0,1,0,0,0,0,1,1
1660,0,0,0,0,0,0,0,0
1661,1,1,0,0,1,0,0,0
1662,0,3,1,0,0,0,1,1
1663,1,4,0,0,0,0,1,1
1664,1,3,0,1,0,0,1,0
1665,0,0,0,0,0,0,0,1
1666,0,0,0,1,0,0,0,1
1667,1,8,1,1,0,0,0,1
1668,0,5,1,0,0,0,1,1
1669,0,9,1,0,0,0,0,1
1670,1,5,1,1,0,0,0,1
1671,0,0,0,0,0,1,0,0
1672,0,5,0,1,0,0,1,1
1673,1,0,0,1,0,0,0,0
1674,0,2,0,1,0,0,0,0
1675,0,0,0,1,0,0,1,0
1676,1,4,0,1,0,0,0,1
1677,0,0,0,0,0,1,0,1
1678,1,2,1,0,1,0,0,1
1679,0,0,0,0,1,0,0,0
1680,1,21,1,0,0,0,0,1
1681,0,0,0,0,1,1,1,1
1682,0,1,0,0,0,0,0,1
1683,1,8,1,0,0,0,0,1
1684,0,1,1,0,1,0,0,1
1685,0,0,0,1,0,0,1,0
1686,1,1,1,0,1,0,0,1
1687,1,1,0,1,0,0,1,0
1688,1,0,0,1,0,0,1,0
1689,0,2,1,1,0,0,0,1
1690,1,11,1,0,0,1,0,1
1691,0,4,1,0,0,0,1,1
1692,1,14,1,0,0,0,0,1
1693,0,2,1,0,0,0,0,1
1694,1,5,0,1,0,0,0,1
1695,1,0,1,0,0,0,0,1
1696,1,7,1,0,0,0,0,0
1697,0,8,0,0,0,0,0,1
1698,0,5,1,0,0,0,0,0
1699,0,1,0,0,0,1,1,1
1700,0,4,0,0,0,0,0,0
1701,0,0,0,0,0,1,1,1
1702,0,1,1,0,1,0,0,1
1703,1,1,0,0,0,0,0,0
1704,0,1,0,1,0,0,0,1
1705,1,0,0,0,0,0,1,0
1706,0,4,0,0,0,1,1,1
1707,0,4,0,0,0,0,0,1
1708,0,0,0,1,0,0,1,1
1709,0,2,0,0,0,0,1,1
1710,0,5,0,1,0,0,0,1
1711,0,0,0,0,0,0,0,1
1712,1,4,1,0,0,0,0,1
1713,0,0,1,0,0,0,1,1
1714,0,1,0,0,0,0,1,0
1715,0,1,0,0,0,1,0,1
1716,1,13,1,0,0,0,1,1
1717,0,9,1,0,0,0,0,1
1718,0,1,0,0,0,0,0,0
1719,0,0,0,0,0,0,0,0
1720,0,1,0,0,0,1,1,0
1721,0,3,0,0,0,0,0,1
1722,0,7,0,1,0,1,1,1
1723,0,0,1,0,1,0,0,1
1724,1,16,1,0,0,0,0,1
1725,1,2,1,0,0,0,0,1
1726,0,0,0,0,1,1,1,1
1727,0,1,1,0,0,0,0,1
1728,0,1,1,0,1,1,0,0
1729,1,13,1,0,0,0,1,1
1730,0,0,0,1,0,0,0,1
1731,0,2,0,0,0,0,0,1
1732,0,0,0,0,0,1,1,0
1733,0,0,0,1,0,0,1,0
1734,1,0,0,0,1,0,1,0
1735,0,0,1,0,0,0,0,1
1736,1,2,0,0,0,0,0,1
1737,1,2,1,0,0,0,0,0
1738,1,1,1,0,1,0,0,1
1739,1,3,1,0,1,0,0,1
1740,0,2,0,0,0,0,1,1
1741,1,0,0,0,1,0,0,1
1742,0,2,0,1,0,0,1,0
1743,0,1,0,1,0,0,0,1
1744,1,8,1,0,0,0,0,1
1745,1,5,0,0,0,0,0,1
1746,1,1,0,0,1,0,1,1
1747,0,0,0,0,0,1,1,0
1748,0,2,1,1,0,0,1,0
1749,1,11,1,0,0,0,0,1
1750,0,0,1,0,0,0,0,1
1751,1,7,1,0,0,0,0,1
1752,1,0,0,0,0,0,0,1
1753,0,7,1,0,0,1,0,0
1754,0,0,0,0,0,0,0,0
1755,0,3,1,0,0,0,0,0
1756,1,4,0,0,0,0,0,0
1757,0,4,0,1,0,0,0,0
1758,0,0,0,0,1,0,0,0
1759,0,1,1,0,0,0,0,1
1760,0,0,0,0,0,0,0,0
1761,1,1,1,0,1,0,0,1
1762,0,0,0,0,0,0,0,1
1763,1,7,1,0,0,0,1,0
1764,0,0,0,0,0,0,1,0
1765,1,13,1,0,0,0,0,1
1766,1,2,1,0,0,0,0,0
1767,1,0,0,0,1,0,0,0
1768,1,4,1,0,0,0,0,1
1769,0,0,0,1,0,0,1,0
1770,1,0,1,0,0,1,1,1
1771,1,0,1,0,1,0,0,0
1772,1,1,0,1,0,0,1,0
1773,0,4,1,0,0,0,0,1
1774,1,5,1,0,1,0,0,0
1775,1,0,1,0,1,0,0,0
1776,0,2,1,0,0,0,0,1
1777,1,1,0,0,0,0,0,1
1778,0,2,0,1,0,0,0,0
1779,0,0,0,0,1,0,0,1
1780,0,4,0,0,0,0,0,1
1781,0,0,0,0,0,0,1,0
1782,0,0,0,0,0,1,1,0
1783,0,0,1,0,1,0,0,0
1784,1,1,0,0,0,0,0,1
1785,0,0,1,0,1,1,0,0
1786,0,2,0,1,0,0,1,0
1787,0,9,1,0,0,0,0,1
1788,0,0,0,1,0,0,1,0
1789,0,0,0,0,0,1,1,1
1790,0,3,1,0,1,0,0,1
1791,1,0,1,0,0,0,0,1
1792,1,3,0,0,0,1,1,1
1793,0,0,0,1,0,0,1,0
1794,0,0,0,0,0,0,0,0
1795,0,0,0,0,0,0,1,0
1796,1,9,1,1,0,0,0,0
1797,1,0,1,0,1,0,0,1
1798,0,4,1,0,0,0,0,1
1799,1,1,1,0,0,0,0,0
1800,0,2,1,0,0,0,0,0
1801,0,4,0,1,0,1,0,1
1802,0,0,0,1,0,1,0,1
1803,1,12,1,0,0,0,0,1
1804,0,0,0,0,0,0,1,0
1805,0,5,1,0,0,1,0,1
1806,0,2,1,0,1,0,0,1
1807,0,0,0,0,0,0,1,0
1808,0,1,1,0,0,0,0,0
1809,1,11,0,1,0,0,0,0
1810,0,2,0,1,0,0,0,0
1811,0,4,0,1,0,0,1,1
1812,1,15,1,1,0,1,0,1
1813,1,21,1,1,0,0,0,1
1814,0,1,0,1,0,1,0,0
1815,0,0,0,1,0,1,0,0
1816,0,0,0,0,0,0,1,1
1817,1,5,1,0,0,0,1,0
1818,1,1,1,0,1,0,0,1
1819,1,26,1,0,0,0,0,1
1820,1,1,1,0,1,0,0,1
1821,0,0,1,0,1,0,0,1
1822,1,4,1,0,0,0,0,1
1823,1,3,1,0,0,1,0,1
1824,1,3,0,0,0,0,0,0
1825,0,0,0,1,0,0,1,0
1826,1,11,1,0,0,0,0,0
1827,1,5,1,1,0,0,0,1
1828,1,4,0,0,0,0,1,0
1829,1,18,0,0,0,0,0,1
1830,0,15,1,0,0,0,0,1
1831,0,0,0,0,0,0,0,1
1832,1,8,0,0,0,0,1,1
1833,0,3,0,0,0,0,0,1
1834,0,0,0,0,0,1,0,0
1835,1,0,1,0,1,1,1,0
1836,0,0,0,0,0,0,1,1
1837,0,6,1,0,0,0,1,0
1838,1,3,0,0,0,0,0,1
1839,0,0,0,0,0,1,1,1
1840,1,2,1,0,0,1,0,0
1841,0,3,0,0,0,0,0,1
1842,0,1,0,0,0,0,1,0
1843,1,5,1,0,0,0,0,0
1844,0,1,0,0,0,0,1,1
1845,0,1,0,1,0,0,1,0
1846,0,2,0,0,0,0,0,0
1847,0,0,0,1,0,0,1,0
1848,1,4,1,0,0,1,1,0
1849,0,9,1,1,0,0,0,0
1850,0,0,0,0,0,1,0,0
1851,0,0,0,0,1,0,0,0
1852,1,0,0,0,1,0,0,1
1853,1,4,1,0,0,0,1,1
1854,0,0,0,1,0,0,1,0
1855,0,4,1,0,0,0,0,1
1856,1,0,0,0,0,0,1,0
1857,1,3,1,0,0,0,0,1
1858,0,1,0,1,0,0,0,1
1859,1,3,0,0,0,0,0,0
1860,1,0,0,0,0,1,1,1
1861,1,14,1,0,0,0,0,1
1862,0,0,1,0,1,0,1,1
1863,0,0,0,1,0,0,0,0
1864,1,37,1,0,0,0,1,1
1865,0,2,1,0,1,0,0,1
1866,1,0,0,0,0,0,1,1
1867,1,2,1,0,0,0,0,1
1868,0,2,0,0,0,1,0,0
1869,1,7,0,0,0,1,0,1
1870,1,0,0,0,0,0,1,1
1871,0,1,0,0,0,0,0,1
1872,1,3,0,0,0,1,0,1
1873,1,1,0,0,0,0,0,1
1874,0,0,0,0,0,0,0,1
1875,0,1,0,0,0,0,0,1
1876,1,15,1,0,0,0,0,1
1877,1,6,1,1,0,0,0,1
1878,1,17,1,0,1,0,0,1
1879,1,0,0,0,0,0,0,1
1880,1,1,1,0,1,0,0,1
1881,1,1,0,0,0,1,0,1
1882,0,0,0,0,1,0,0,1
1883,1,9,1,1,0,0,0,1
1884,0,0,0,0,0,1,0,0
1885,0,1,0,1,0,1,0,1
1886,1,1,0,0,0,0,1,1
1887,1,10,1,1,0,0,0,1
1888,0,1,1,0,1,0,0,0
1889,1,6,1,0,0,0,0,0
1890,1,1,0,1,0,0,1,1
1891,0,0,0,1,0,0,1,0
1892,1,9,1,0,0,1,1,1
1893,0,0,0,1,0,0,1,0
1894,1,10,1,0,0,0,0,1
1895,1,3,1,0,1,0,0,0
1896,1,0,0,0,0,0,0,0
1897,0,0,1,1,0,0,1,1
1898,1,3,1,0,1,0,0,1
1899,0,13,1,0,0,0,0,1
1900,1,3,0,1,0,0,1,1
1901,1,5,0,0,0,0,0,1
1902,0,2,0,1,0,0,0,1
1903,1,0,1,0,1,0,1,0
1904,0,1,0,1,0,0,1,0
1905,1,0,0,0,1,1,0,0
1906,0,0,1,0,1,0,1,1
1907,0,1,0,1,0,0,0,1
1908,0,0,0,0,0,1,0,0
1909,0,0,0,0,0,0,1,0
1910,1,0,0,0,0,0,0,0
1911,1,2,1,0,0,0,0,1
1912,0,3,0,0,0,0,0,0
1913,1,3,0,0,0,0,1,1
1914,1,7,1,0,0,0,0,1
1915,0,1,0,0,0,0,0,1
1916,1,0,1,0,0,0,0,0
1917,0,2,0,0,0,1,0,0
1918,1,6,1,0,1,0,0,1
1919,1,21,1,0,0,0,0,1
1920,0,0,0,0,0,1,1,0
1921,1,0,1,0,1,0,0,1
1922,0,0,0,0,0,1,1,1
1923,1,25,1,0,0,0,0,1
1924,0,0,1,0,1,1,0,0
1925,1,0,1,0,0,0,1,0
1926,0,0,0,0,0,0,0,0
1927,1,0,1,1,0,0,0,0
1928,1,0,0,0,0,0,0,0
1929,0,1,0,0,0,0,1,0
1930,1,12,1,0,0,1,0,1
1931,0,3,0,0,0,0,0,1
1932,1,15,0,1,0,0,0,1
1933,1,9,0,0,0,0,0,1
1934,0,1,0,0,0,1,0,1
1935,0,1,1,0,1,0,1,1
1936,0,1,0,1,0,0,0,1
1937,0,1,0,0,0,0,1,0
1938,1,3,1,0,1,0,0,1
1939,1,1,0,0,0,0,1,0
1940,0,1,0,0,0,0,0,0
1941,1,1,1,0,1,0,0,0
1942,0,2,0,1,0,0,0,0
1943,1,1,0,0,1,0,0,1
1944,0,5,1,0,0,0,0,0
1945,1,6,1,0,0,0,1,1
1946,0,1,0,1,0,0,1,1
1947,1,2,0,0,0,1,1,1
1948,0,0,0,0,0,0,1,0
1949,1,22,1,1,0,0,0,1
1950,1,4,0,0,0,0,0,1
1951,0,2,0,0,0,0,0,0
1952,0,1,1,0,1,1,0,1
1953,0,0,0,0,0,0,1,1
1954,0,3,1,0,1,0,0,1
1955,0,2,0,0,0,0,0,1
1956,1,7,0,0,0,0,0,1
1957,1,14,1,0,0,1,0,1
1958,0,2,1,0,0,0,1,0
1959,1,6,1,0,1,0,0,1
1960,1,1,0,0,0,0,0,1
1961,0,2,0,0,0,0,1,1
1962,0,0,0,1,0,0,0,1
1963,0,0,1,0,1,1,0,1
1964,0,0,0,0,1,0,0,0
1965,1,5,1,0,0,0,0,1
1966,0,4,0,0,0,0,1,0
1967,1,1,0,0,0,0,0,0
1968,1,1,0,1,0,0,0,1
1969,1,1,1,0,1,0,0,1
1970,0,1,0,1,0,0,0,0
1971,0,0,0,0,1,1,0,1
1972,0,0,0,0,0,0,0,1
1973,0,2,0,0,0,1,0,0
1974,1,8,1,0,0,0,0,0
1975,0,2,0,0,0,0,0,0
1976,1,0,0,0,0,0,0,0
1977,0,1,0,0,1,0,0,1
1978,0,3,1,0,0,0,0,1
1979,0,0,0,0,1,0,0,0
1980,1,0,1,0,1,0,0,0
1981,1,4,0,0,0,1,0,0
1982,1,1,0,0,1,0,0,1
1983,0,0,0,0,1,0,0,1
1984,0,3,0,1,0,0,0,1
1985,1,7,1,0,0,0,0,1
1986,1,1,1,0,1,0,0,1
1987,0,0,0,0,0,0,1,0
1988,0,3,0,1,0,0,0,0
1989,0,0,0,0,0,0,0,1
1990,0,0,0,1,0,0,0,1
1991,1,17,1,1,0,0,0,1
1992,1,8,1,0,0,0,0,1
1993,0,1,1,0,1,0,0,0
1994,1,0,0,0,0,0,1,0
1995,1,1,1,0,0,0,1,0
1996,0,1,0,0,0,0,0,1
1997,1,2,0,0,1,0,0,1
1998,0,4,0,1,0,0,0,0
1999,0,4,0,0,0,0,0,1
2000,1,0,0,0,0,1,1,1
2001,0,0,1,0,0,0,1,0
2002,1,1,0,1,0,0,1,0
2003,0,2,0,0,0,0,0,1
2004,0,1,0,1,0,0,0,0
2005,1,1,0,1,0,0,1,1
2006,0,0,0,1,0,0,0,0
2007,1,3,1,0,1,0,1,0
2008,0,1,0,0,0,0,0,1
2009,0,1,0,0,0,0,0,1
2010,1,10,1,0,0,1,1,1
2011,1,10,1,0,0,0,1,1
2012,1,6,1,0,0,0,0,1
2013,0,0,0,0,0,0,0,1
2014,0,10,1,1,0,0,0,0
2015,1,1,1,0,0,0,0,1
2016,1,10,1,1,0,0,0,1
2017,0,4,0,0,0,0,1,1
2018,1,10,1,0,0,0,0,0
2019,0,0,0,1,0,1,1,0
2020,0,3,1,0,0,0,1,1
2021,1,1,1,0,1,0,0,1
2022,0,0,1,1,0,0,0,0
2023,0,16,1,0,0,0,1,0
2024,1,4,1,0,1,0,0,1
2025,1,0,1,0,1,0,0,1
2026,0,0,0,1,0,0,0,0
2027,0,0,0,0,0,1,1,0
2028,0,0,0,0,0,0,0,0
2029,0,7,1,1,0,1,0,1
2030,0,0,0,0,0,0,1,1
2031,0,0,1,0,0,0,1,0
2032,1,3,0,0,0,0,0,1
2033,1,1,1,0,1,0,0,1
2034,0,0,0,0,0,0,1,0
2035,1,11,1,0,0,0,0,0
2036,0,0,0,0,1,0,0,1
2037,1,10,1,1,0,0,0,1
2038,1,4,1,0,0,0,0,1
2039,1,1,0,0,0,0,0,1
2040,0,0,0,0,0,0,0,1
2041,0,1,0,1,0,0,0,1
2042,0,0,1,0,1,0,1,1
2043,0,0,0,0,0,1,1,1
2044,0,0,0,1,0,0,1,0
2045,0,2,0,1,0,0,0,0
2046,1,16,1,1,0,0,0,1
2047,0,4,1,0,0,0,0,1
2048,0,8,1,0,0,0,0,1
2049,0,0,0,0,0,1,1,1
2050,0,1,1,0,0,0,1,1
2051,0,0,0,0,0,0,1,0
2052,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,1,0,1
2054,1,9,1,0,0,0,0,1
2055,0,1,1,1,0,0,0,1
2056,0,1,0,0,0,0,0,0
2057,1,0,0,1,0,1,1,0
2058,0,8,1,1,0,1,0,1
2059,1,5,1,0,0,0,0,1
2060,1,13,0,1,0,0,0,1
2061,1,0,1,0,1,0,1,0
2062,1,8,0,0,0,0,0,1
2063,0,0,0,0,1,0,1,1
2064,0,1,1,0,1,0,0,1
2065,0,0,0,1,0,0,1,0
2066,0,0,0,1,0,0,0,0
2067,0,1,0,0,0,0,0,0
2068,1,1,0,0,1,0,0,1
2069,1,5,1,1,0,0,0,0
2070,0,0,0,1,0,0,1,0
2071,0,0,0,0,0,1,0,1
2072,0,1,0,0,0,1,0,1
2073,0,0,0,0,0,1,0,1
2074,1,1,1,0,1,0,0,1
2075,1,0,0,0,0,0,0,0
2076,1,1,1,0,0,0,0,1
2077,0,1,0,1,0,0,1,0
2078,0,2,1,0,1,0,0,1
2079,1,33,1,1,0,0,0,0
2080,0,1,0,1,0,1,0,0
2081,1,1,1,0,1,0,1,1
2082,1,4,1,0,1,0,0,1
2083,0,0,0,0,0,1,0,1
2084,0,0,0,1,0,0,1,0
2085,0,0,0,0,0,0,0,1
2086,1,0,0,0,1,0,0,1
2087,0,1,0,0,0,0,1,1
2088,0,4,0,0,0,0,0,0
2089,0,0,0,0,0,1,0,0
2090,0,14,1,0,0,0,0,0
2091,0,1,0,1,0,0,1,0
2092,0,15,1,0,0,0,0,1
2093,0,1,0,0,1,0,0,1
2094,0,1,0,1,0,0,1,1
2095,1,2,1,0,0,0,0,0
2096,0,1,1,0,0,0,1,0
2097,1,1,1,0,0,0,0,1
2098,1,18,1,0,0,0,1,1
2099,1,1,1,0,1,0,0,1
2100,1,1,0,0,0,0,0,0
2101,0,3,0,1,0,0,1,1
2102,0,14,1,0,0,1,0,1
2103,1,7,1,0,0,0,0,1
2104,1,20,1,0,0,0,0,1
2105,1,0,1,0,0,0,0,0
2106,1,0,0,0,1,0,1,0
2107,0,1,0,0,0,1,1,1
2108,0,0,0,1,0,0,1,0
2109,1,5,1,0,0,0,0,1
2110,1,3,1,0,1,0,0,0
2111,0,0,1,0,1,0,1,1
2112,0,0,0,1,0,0,1,0
2113,0,0,0,0,0,1,1,0
2114,1,1,0,0,0,0,1,0
2115,0,1,1,0,0,0,1,1
2116,0,2,0,0,1,0,1,0
2117,1,16,1,0,0,0,0,1
2118,0,0,0,0,0,0,0,0
2119,0,1,0,0,1,0,1,0
2120,1,1,1,0,0,0,0,1
2121,0,0,0,0,0,0,0,0
2122,0,0,0,0,0,0,0,0
2123,0,1,0,0,0,0,0,0
2124,1,1,0,0,0,0,0,0
2125,1,0,1,1,0,0,0,1
2126,0,7,1,0,0,0,0,1
2127,0,0,0,0,0,0,1,1
2128,1,8,1,0,0,0,0,1
2129,0,0,0,1,0,0,1,0
2130,1,0,0,1,0,0,1,1
2131,0,1,0,0,0,0,1,1
2132,1,0,0,0,0,0,0,0
2133,1,1,1,0,0,1,1,0
2134,1,9,0,0,0,0,1,0
2135,1,2,0,1,0,0,0,1
2136,1,1,1,0,0,0,0,1
2137,0,2,0,0,0,0,0,1
2138,1,5,1,0,1,0,1,0
2139,1,4,1,0,1,1,1,1
2140,0,1,0,0,1,0,1,1
2141,0,3,0,0,0,0,1,0
2142,0,2,0,1,0,1,0,1
2143,1,2,1,0,0,0,1,1
2144,0,0,0,0,0,1,1,1
2145,1,0,1,0,1,0,0,0
2146,0,0,0,1,0,1,1,0
2147,0,0,0,1,0,0,0,0
2148,0,1,0,1,0,0,1,1
2149,1,3,0,1,0,0,1,1
2150,0,5,1,0,0,0,0,1
2151,0,1,0,1,0,0,0,0
2152,0,2,0,0,0,0,0,1
2153,1,2,0,1,0,1,1,1
2154,1,2,1,0,1,0,0,1
2155,1,5,1,0,0,0,0,1
2156,0,4,1,0,0,0,1,1
2157,1,1,0,0,1,0,0,1
2158,0,7,0,0,0,1,0,1
2159,0,0,0,0,0,1,0,1
2160,1,3,1,0,0,1,0,1
2161,1,2,0,0,0,0,0,0
2162,0,0,0,1,0,0,1,0
2163,0,0,0,0,0,0,1,0
2164,0,0,0,0,0,0,1,0
2165,0,0,0,1,0,0,1,0
2166,0,0,1,0,1,0,1,1
2167,0,22,1,1,0,0,1,1
2168,0,0,0,0,0,0,1,1
2169,1,9,1,0,0,0,0,1
2170,0,1,0,0,1,0,0,0
2171,0,0,0,0,0,0,1,0
2172,1,0,1,1,0,0,0,1
2173,1,10,1,0,0,0,0,1
2174,0,0,0,0,1,0,0,0
2175,1,0,0,1,0,1,0,0
2176,1,2,0,1,0,0,1,0
2177,0,11,0,0,0,0,0,0
2178,1,0,1,0,1,1,0,1
2179,1,6,1,0,1,0,1,1
2180,1,0,0,0,0,0,0,0
2181,1,11,1,0,0,0,0,1
2182,0,5,0,0,0,0,1,0
2183,0,0,0,1,0,1,1,1
2184,1,13,1,0,0,0,0,1
2185,0,0,0,1,0,0,0,1
2186,1,13,1,0,0,0,0,0
2187,1,5,1,0,0,0,1,1
2188,0,8,1,1,0,0,0,1
2189,0,0,0,0,1,0,0,1
2190,1,8,0,0,0,0,0,1
2191,1,3,1,1,0,0,0,0
2192,0,0,1,0,0,0,1,0
2193,0,13,1,0,0,1,0,1
2194,1,0,0,0,1,0,0,1
2195,1,0,0,0,1,0,0,1
2196,0,2,0,1,0,0,1,0
2197,1,5,1,0,0,1,0,1
2198,0,7,1,1,0,0,0,1
2199,0,0,1,0,1,1,0,1
2200,1,6,1,0,0,0,1,1
2201,0,3,1,0,0,0,0,0
2202,1,3,1,0,0,0,0,1
2203,0,0,0,0,0,0,1,0
2204,1,1,0,0,0,0,0,1
2205,1,1,0,0,0,0,1,1
2206,1,1,0,0,0,0,0,1
2207,0,1,0,0,0,0,0,0
2208,0,1,1,0,1,0,0,1
2209,1,3,1,0,0,0,0,0
2210,0,0,0,0,0,0,1,0
2211,0,0,0,0,0,0,0,0
2212,0,0,0,0,0,0,0,1
2213,0,0,0,0,0,0,0,1
2214,0,1,0,1,0,0,0,0
2215,0,0,0,1,0,0,1,0
2216,1,14,1,1,0,0,0,1
2217,1,1,1,0,1,0,0,1
2218,0,6,1,0,0,0,1,0
2219,1,2,0,1,0,1,0,0
2220,0,7,0,0,0,0,0,1
2221,0,1,0,0,0,0,1,0
2222,1,7,1,1,0,0,0,1
2223,0,0,0,1,0,0,1,0
2224,0,0,0,0,0,0,1,0
2225,1,0,1,0,0,0,1,1
2226,1,4,1,0,0,0,1,1
2227,0,0,0,0,0,0,0,1
2228,1,17,1,0,0,0,0,1
2229,1,2,1,0,0,0,0,0
2230,1,0,0,0,0,1,1,1
2231,1,2,0,1,0,0,0,1
2232,0,0,0,0,0,0,1,1
2233,1,8,1,0,0,0,0,1
2234,0,0,1,0,0,0,1,1
2235,1,1,0,0,1,0,0,1
2236,1,0,1,0,0,0,0,1
2237,1,2,0,1,0,0,0,1
2238,0,1,0,0,0,0,0,1
2239,1,12,1,0,0,0,1,1
2240,1,0,1,0,0,0,0,1
2241,0,0,1,0,0,0,1,1
2242,0,0,0,0,0,0,1,0
2243,0,1,0,0,0,1,0,1
2244,0,4,0,0,0,0,1,0
2245,0,1,0,1,0,0,0,0
2246,0,0,1,0,1,0,0,1
2247,0,0,1,0,0,0,0,0
